ts_code,symbol,exchange,name,fut_code,multiplier,trade_unit,per_unit,quote_unit,quote_unit_desc,d_month,list_date,delist_date,last_ddate
CJ2609.ZCE,CJ609,CZCE,红枣2609,CJ,,吨,5.0,人民币元/吨,5人民币元/吨,202609,2025-09-15,2026-09-14,20260917
FU2602.SHF,FU2602,SHFE,燃油2602,FU,,吨,10.0,人民币元/吨,1人民币元/吨,202602,2025-02-05,2026-01-30,20260203
UR2610.ZCE,UR610,CZCE,尿素2610,UR,,吨,20.0,人民币元/吨,1人民币元/吨,202610,2025-10-23,2026-10-21,20261026
FG2606.ZCE,FG606,CZCE,玻璃2606,FG,,吨,20.0,人民币元/吨,1人民币元/吨,202606,2025-06-17,2026-06-12,20260617
BU2611.SHF,BU2611,SHFE,沥青2611,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202611,2025-11-18,2026-11-16,20261118
RU2611.SHF,RU2611,SHFE,橡胶2611,RU,,吨,10.0,人民币元/吨,5人民币元/吨,202611,2025-11-18,2026-11-16,20261118
EB2609.DCE,EB2609,DCE,苯乙烯2609,EB,,吨,5.0,人民币元/吨,1人民币元/吨,202609,2025-09-26,2026-09-24,20260930
SS2606.SHF,SS2606,SHFE,不锈钢2606,SS,,吨,5.0,人民币元/吨,5人民币元/吨,202606,2025-06-17,2026-06-15,20260617
RB2701.SHF,RB2701,SHFE,螺纹钢2701,RB,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-16,2027-01-15,20270119
BU2701.SHF,BU2701,SHFE,沥青2701,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-16,2027-01-15,20270119
PL2701.ZCE,PL701,CZCE,丙烯2701,PL,,吨,20.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270119
SH2609.ZCE,SH609,CZCE,烧碱2609,SH,,吨,30.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
LC2602.GFE,LC2602,GFEX,碳酸锂2602,LC,,吨,1.0,人民币元/吨,20人民币元/吨,202602,2025-02-19,2026-02-13,20260226
FB2608.DCE,FB2608,DCE,纤维板2608,FB,,立方米,10.0,人民币元/立方米,0.5人民币元/立方米,202608,2025-08-15,2026-08-14,20260819
NI2604.SHF,NI2604,SHFE,沪镍2604,NI,,吨,1.0,人民币元/吨,10人民币元/吨,202604,2025-04-16,2026-04-15,20260417
LC2612.GFE,LC2612,GFEX,碳酸锂2612,LC,,吨,1.0,人民币元/吨,20人民币元/吨,202612,2025-12-15,2026-12-14,20261217
FU2609.SHF,FU2609,SHFE,燃油2609,FU,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-01,2026-08-31,20260902
LU2609.INE,LU2609,INE,低硫燃料油2609,LU,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-01,2026-08-31,20260907
SC2809.INE,SC2809,INE,原油2809,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202809,2025-09-01,2028-08-31,20280907
SP2612.SHF,SP2612,SHFE,纸浆2612,SP,,吨,10.0,人民币元/吨,2人民币元/吨,202612,2025-12-16,2026-12-15,20261217
RU2610.SHF,RU2610,SHFE,橡胶2610,RU,,吨,10.0,人民币元/吨,5人民币元/吨,202610,2025-10-16,2026-10-15,20261019
L2701.DCE,L2701,DCE,塑料2701,L,,吨,5.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-15,20270120
PB2607.SHF,PB2607,SHFE,沪铅2607,PB,,吨,5.0,人民币元/吨,5人民币元/吨,202607,2025-07-16,2026-07-15,20260717
EB2611.DCE,EB2611,DCE,苯乙烯2611,EB,,吨,5.0,人民币元/吨,1人民币元/吨,202611,2025-11-26,2026-11-25,20261130
EG2611.DCE,EG2611,DCE,乙二醇2611,EG,,吨,10.0,人民币元/吨,1人民币元/吨,202611,2025-11-26,2026-11-25,20261130
JD2611.DCE,JD2611,DCE,鸡蛋2611,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,202611,2025-11-26,2026-11-25,20261130
LG2611.DCE,LG2611,DCE,原木2611,LG,,立方米,90.0,人民币元/立方米,0.5人民币元/立方米,202611,2025-11-26,2026-11-25,20261130
LH2611.DCE,LH2611,DCE,生猪2611,LH,,吨,16.0,人民币元/吨,5人民币元/吨,202611,2025-11-26,2026-11-25,20261130
PG2611.DCE,PG2611,DCE,LPG2611,PG,,吨,20.0,人民币元/吨,1人民币元/吨,202611,2025-11-26,2026-11-25,20261130
LU2603.INE,LU2603,INE,低硫燃料油2603,LU,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2025-03-03,2026-02-27,20260306
SH2610.ZCE,SH610,CZCE,烧碱2610,SH,,吨,30.0,人民币元/吨,1人民币元/吨,202610,2025-10-23,2026-10-21,20261026
AG2603.SHF,AG2603,SHFE,沪银2603,AG,,千克,15.0,人民币元/千克,1人民币元/千克,202603,2025-03-18,2026-03-16,20260318
JR2609.ZCE,JR609,CZCE,粳稻2609,JR,,吨,20.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
I2603.DCE,I2603,DCE,铁矿石2603,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,202603,2025-03-17,2026-03-13,20260318
RB2605.SHF,RB2605,SHFE,螺纹钢2605,RB,,吨,10.0,人民币元/吨,1人民币元/吨,202605,2025-05-16,2026-05-15,20260519
B2605.DCE,B2605,DCE,豆二2605,B,,吨,10.0,人民币元/吨,1人民币元/吨,202605,2025-05-20,2026-05-19,20260522
SI2603.GFE,SI2603,GFEX,工业硅2603,SI,,吨,5.0,人民币元/吨,5人民币元/吨,202603,2025-03-17,2026-03-13,20260318
AU2612.SHF,AU2612,SHFE,沪金2612,AU,,克,1000.0,人民币元/克,0.02人民币元/克,202612,2025-11-18,2026-12-15,20261216
PG2610.DCE,PG2610,DCE,LPG2610,PG,,吨,20.0,人民币元/吨,1人民币元/吨,202610,2025-10-29,2026-10-27,20261030
BB2605.DCE,BB2605,DCE,胶合板2605,BB,,张,500.0,人民币元/张,0.05人民币元/张,202605,2025-05-20,2026-05-19,20260522
L2605F.DCE,L2605F,DCE,塑料月均价2605F,L_F,,吨,5.0,人民币元/吨,1人民币元/吨,202605,2025-11-03,2026-04-30,20260430
PP2605F.DCE,PP2605F,DCE,聚丙烯月均价2605F,PP_F,,吨,5.0,人民币元/吨,1人民币元/吨,202605,2025-11-03,2026-04-30,20260430
V2605F.DCE,V2605F,DCE,PVC月均价2605F,V_F,,吨,5.0,人民币元/吨,1人民币元/吨,202605,2025-11-03,2026-04-30,20260430
SS2701.SHF,SS2701,SHFE,不锈钢2701,SS,,吨,5.0,人民币元/吨,5人民币元/吨,202701,2026-01-16,2027-01-15,20270119
PF2609.ZCE,PF609,CZCE,短纤2609,PF,,吨,5.0,人民币元/吨,2人民币元/吨,202609,2025-09-15,2026-09-14,20260917
P2604.DCE,P2604,DCE,棕榈油2604,P,,吨,10.0,人民币元/吨,2人民币元/吨,202604,2025-04-16,2026-04-15,20260420
IF2609.CFX,IF2609,CFFEX,IF2609,IF,300.0,张,1.0,指数点,0.2指数点,202609,2026-01-19,2026-09-18,20260918
I2608.DCE,I2608,DCE,铁矿石2608,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,202608,2025-08-15,2026-08-14,20260819
P2602.DCE,P2602,DCE,棕榈油2602,P,,吨,10.0,人民币元/吨,2人民币元/吨,202602,2025-02-19,2026-02-13,20260226
SI2701.GFE,SI2701,GFEX,工业硅2701,SI,,吨,5.0,人民币元/吨,5人民币元/吨,202701,2026-01-19,2027-01-15,20270120
EB2603.DCE,EB2603,DCE,苯乙烯2603,EB,,吨,5.0,人民币元/吨,1人民币元/吨,202603,2025-03-27,2026-03-26,20260331
SN2612.SHF,SN2612,SHFE,沪锡2612,SN,,吨,1.0,人民币元/吨,10人民币元/吨,202612,2025-12-16,2026-12-15,20261217
A2701.DCE,A2701,DCE,豆一2701,A,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-15,20270120
AU2610.SHF,AU2610,SHFE,沪金2610,AU,,克,1000.0,人民币元/克,0.02人民币元/克,202610,2025-09-16,2026-10-15,20261016
RM2609.ZCE,RM609,CZCE,菜粕2609,RM,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
PB2610.SHF,PB2610,SHFE,沪铅2610,PB,,吨,5.0,人民币元/吨,5人民币元/吨,202610,2025-10-16,2026-10-15,20261019
SF2608.ZCE,SF608,CZCE,硅铁2608,SF,,吨,5.0,人民币元/吨,2人民币元/吨,202608,2025-08-15,2026-08-14,20260819
SH2607.ZCE,SH607,CZCE,烧碱2607,SH,,吨,30.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
SC2602.INE,SC2602,INE,原油2602,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202602,2025-02-05,2026-01-30,20260206
SM2610.ZCE,SM610,CZCE,锰硅2610,SM,,吨,5.0,人民币元/吨,2人民币元/吨,202610,2025-10-23,2026-10-21,20261026
SC2611.INE,SC2611,INE,原油2611,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202611,2025-11-03,2026-10-30,20261106
SC2609.INE,SC2609,INE,原油2609,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202609,2023-09-01,2026-08-31,20260907
FU2603.SHF,FU2603,SHFE,燃油2603,FU,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2025-03-03,2026-02-27,20260303
L2603.DCE,L2603,DCE,塑料2603,L,,吨,5.0,人民币元/吨,1人民币元/吨,202603,2025-03-17,2026-03-13,20260318
CY2609.ZCE,CY609,CZCE,棉纱2609,CY,,吨,5.0,人民币元/吨,5人民币元/吨,202609,2025-09-15,2026-09-14,20260917
CU2610.SHF,CU2610,SHFE,沪铜2610,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202610,2025-10-16,2026-10-15,20261019
PM2701.ZCE,PM701,CZCE,普麦2701,PM,,吨,50.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270119
TA2701.ZCE,TA701,CZCE,PTA2701,TA,,吨,5.0,人民币元/吨,2人民币元/吨,202701,2026-01-19,2027-01-14,20270119
J2603.DCE,J2603,DCE,焦炭2603,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,202603,2025-03-17,2026-03-13,20260318
MA2606.ZCE,MA606,CZCE,甲醇2606,MA,,吨,10.0,人民币元/吨,1人民币元/吨,202606,2025-06-17,2026-06-12,20260617
CU2602.SHF,CU2602,SHFE,沪铜2602,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202602,2025-02-18,2026-02-24,20260226
JM2602.DCE,JM2602,DCE,焦煤2602,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,202602,2025-02-19,2026-02-13,20260226
J2605.DCE,J2605,DCE,焦炭2605,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,202605,2025-05-20,2026-05-19,20260522
ZN2612.SHF,ZN2612,SHFE,沪锌2612,ZN,,吨,5.0,人民币元/吨,5人民币元/吨,202612,2025-12-16,2026-12-15,20261217
CF2609.ZCE,CF609,CZCE,郑棉2609,CF,,吨,5.0,人民币元/吨,5人民币元/吨,202609,2025-09-15,2026-09-14,20260917
LC2605.GFE,LC2605,GFEX,碳酸锂2605,LC,,吨,1.0,人民币元/吨,20人民币元/吨,202605,2025-05-20,2026-05-19,20260522
AP2604.ZCE,AP604,CZCE,苹果2604,AP,,吨,10.0,人民币元/吨,1人民币元/吨,202604,2025-04-16,2026-04-15,20260420
CY2604.ZCE,CY604,CZCE,棉纱2604,CY,,吨,5.0,人民币元/吨,5人民币元/吨,202604,2025-04-16,2026-04-15,20260420
FG2604.ZCE,FG604,CZCE,玻璃2604,FG,,吨,20.0,人民币元/吨,1人民币元/吨,202604,2025-04-16,2026-04-15,20260420
MA2604.ZCE,MA604,CZCE,甲醇2604,MA,,吨,10.0,人民币元/吨,1人民币元/吨,202604,2025-04-16,2026-04-15,20260420
PF2604.ZCE,PF604,CZCE,短纤2604,PF,,吨,5.0,人民币元/吨,2人民币元/吨,202604,2025-04-16,2026-04-15,20260420
PK2604.ZCE,PK604,CZCE,花生2604,PK,,吨,5.0,人民币元/吨,2人民币元/吨,202604,2025-04-16,2026-04-15,20260420
PR2604.ZCE,PR604,CZCE,瓶片2604,PR,,吨,15.0,人民币元/吨,2人民币元/吨,202604,2025-04-16,2026-04-15,20260420
PX2604.ZCE,PX604,CZCE,对二甲苯2604,PX,,吨,5.0,人民币元/吨,2人民币元/吨,202604,2025-04-16,2026-04-15,20260420
SA2604.ZCE,SA604,CZCE,纯碱2604,SA,,吨,20.0,人民币元/吨,1人民币元/吨,202604,2025-04-16,2026-04-15,20260420
SF2604.ZCE,SF604,CZCE,硅铁2604,SF,,吨,5.0,人民币元/吨,2人民币元/吨,202604,2025-04-16,2026-04-15,20260420
SH2604.ZCE,SH604,CZCE,烧碱2604,SH,,吨,30.0,人民币元/吨,1人民币元/吨,202604,2025-04-16,2026-04-15,20260420
SM2604.ZCE,SM604,CZCE,锰硅2604,SM,,吨,5.0,人民币元/吨,2人民币元/吨,202604,2025-04-16,2026-04-15,20260420
TA2604.ZCE,TA604,CZCE,PTA2604,TA,,吨,5.0,人民币元/吨,2人民币元/吨,202604,2025-04-16,2026-04-15,20260420
UR2604.ZCE,UR604,CZCE,尿素2604,UR,,吨,20.0,人民币元/吨,1人民币元/吨,202604,2025-04-16,2026-04-15,20260420
SS2605.SHF,SS2605,SHFE,不锈钢2605,SS,,吨,5.0,人民币元/吨,5人民币元/吨,202605,2025-05-16,2026-05-15,20260519
BU2612.SHF,BU2612,SHFE,沥青2612,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202612,2024-12-17,2026-12-15,20261217
SN2701.SHF,SN2701,SHFE,沪锡2701,SN,,吨,1.0,人民币元/吨,10人民币元/吨,202701,2026-01-16,2027-01-15,20270119
EG2602.DCE,EG2602,DCE,乙二醇2602,EG,,吨,10.0,人民币元/吨,1人民币元/吨,202602,2025-02-26,2026-02-24,20260227
PK2612.ZCE,PK612,CZCE,花生2612,PK,,吨,5.0,人民币元/吨,2人民币元/吨,202612,2025-12-15,2026-12-14,20261217
RU2609.SHF,RU2609,SHFE,橡胶2609,RU,,吨,10.0,人民币元/吨,5人民币元/吨,202609,2025-09-16,2026-09-15,20260917
EB2604.DCE,EB2604,DCE,苯乙烯2604,EB,,吨,5.0,人民币元/吨,1人民币元/吨,202604,2025-04-28,2026-04-27,20260430
AL2606.SHF,AL2606,SHFE,沪铝2606,AL,,吨,5.0,人民币元/吨,5人民币元/吨,202606,2025-06-17,2026-06-15,20260617
RI2701.ZCE,RI701,CZCE,早籼稻2701,RI,,吨,20.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270119
SI2606.GFE,SI2606,GFEX,工业硅2606,SI,,吨,5.0,人民币元/吨,5人民币元/吨,202606,2025-06-17,2026-06-12,20260617
CY2701.ZCE,CY701,CZCE,棉纱2701,CY,,吨,5.0,人民币元/吨,5人民币元/吨,202701,2026-01-19,2027-01-14,20270119
TS2603.CFX,TS2603,CFFEX,TS2603,TS,20000.0,张,1.0,人民币元,0.002人民币元,202603,2025-06-16,2026-03-13,20260318
RU2608.SHF,RU2608,SHFE,橡胶2608,RU,,吨,10.0,人民币元/吨,5人民币元/吨,202608,2025-08-18,2026-08-17,20260819
RU2606.SHF,RU2606,SHFE,橡胶2606,RU,,吨,10.0,人民币元/吨,5人民币元/吨,202606,2025-06-17,2026-06-15,20260617
PR2607.ZCE,PR607,CZCE,瓶片2607,PR,,吨,15.0,人民币元/吨,2人民币元/吨,202607,2025-07-15,2026-07-14,20260717
NR2611.INE,NR2611,INE,20号胶2611,NR,,吨,10.0,人民币元/吨,5人民币元/吨,202611,2025-11-18,2026-11-16,20261123
SR2607.ZCE,SR607,CZCE,白糖2607,SR,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
RB2604.SHF,RB2604,SHFE,螺纹钢2604,RB,,吨,10.0,人民币元/吨,1人民币元/吨,202604,2025-04-16,2026-04-15,20260417
ZC2701.ZCE,ZC701,CZCE,动力煤2701,ZC,,吨,100.0,人民币元/吨,0.2人民币元/吨,202701,2026-01-12,2027-01-07,20270112
P2603.DCE,P2603,DCE,棕榈油2603,P,,吨,10.0,人民币元/吨,2人民币元/吨,202603,2025-03-17,2026-03-13,20260318
SI2602.GFE,SI2602,GFEX,工业硅2602,SI,,吨,5.0,人民币元/吨,5人民币元/吨,202602,2025-02-19,2026-02-13,20260226
NR2605.INE,NR2605,INE,20号胶2605,NR,,吨,10.0,人民币元/吨,5人民币元/吨,202605,2025-05-16,2026-05-15,20260522
LH2603.DCE,LH2603,DCE,生猪2603,LH,,吨,16.0,人民币元/吨,5人民币元/吨,202603,2025-03-27,2026-03-26,20260331
BB2603.DCE,BB2603,DCE,胶合板2603,BB,,张,500.0,人民币元/张,0.05人民币元/张,202603,2025-03-17,2026-03-13,20260318
NI2608.SHF,NI2608,SHFE,沪镍2608,NI,,吨,1.0,人民币元/吨,10人民币元/吨,202608,2025-08-18,2026-08-17,20260819
ZN2605.SHF,ZN2605,SHFE,沪锌2605,ZN,,吨,5.0,人民币元/吨,5人民币元/吨,202605,2025-05-16,2026-05-15,20260519
BU2605.SHF,BU2605,SHFE,沥青2605,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202605,2025-05-16,2026-05-15,20260519
TA2609.ZCE,TA609,CZCE,PTA2609,TA,,吨,5.0,人民币元/吨,2人民币元/吨,202609,2025-09-15,2026-09-14,20260917
RB2603.SHF,RB2603,SHFE,螺纹钢2603,RB,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2025-03-18,2026-03-16,20260318
SP2701.SHF,SP2701,SHFE,纸浆2701,SP,,吨,10.0,人民币元/吨,2人民币元/吨,202701,2026-01-16,2027-01-15,20270119
MA2609.ZCE,MA609,CZCE,甲醇2609,MA,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
SM2701.ZCE,SM701,CZCE,锰硅2701,SM,,吨,5.0,人民币元/吨,2人民币元/吨,202701,2026-01-19,2027-01-14,20270119
SC2709.INE,SC2709,INE,原油2709,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202709,2024-09-02,2027-08-31,20270907
PB2603.SHF,PB2603,SHFE,沪铅2603,PB,,吨,5.0,人民币元/吨,5人民币元/吨,202603,2025-03-18,2026-03-16,20260318
IC2606.CFX,IC2606,CFFEX,IC2606,IC,200.0,张,1.0,指数点,0.2指数点,202606,2025-10-20,2026-06-22,20260622
IF2606.CFX,IF2606,CFFEX,IF2606,IF,300.0,张,1.0,指数点,0.2指数点,202606,2025-10-20,2026-06-22,20260622
IH2606.CFX,IH2606,CFFEX,IH2606,IH,300.0,张,1.0,指数点,0.2指数点,202606,2025-10-20,2026-06-22,20260622
IM2606.CFX,IM2606,CFFEX,IM2606,IM,200.0,张,1.0,指数点,0.2指数点,202606,2025-10-20,2026-06-22,20260622
CU2607.SHF,CU2607,SHFE,沪铜2607,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202607,2025-07-16,2026-07-15,20260717
RI2609.ZCE,RI609,CZCE,早籼稻2609,RI,,吨,20.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
LH2601.DCE,LH2601,DCE,生猪2601,LH,,吨,16.0,人民币元/吨,5人民币元/吨,202601,2025-01-23,2026-01-27,20260130
AO2607.SHF,AO2607,SHFE,氧化铝2607,AO,,吨,20.0,人民币元/吨,1人民币元/吨,202607,2025-07-16,2026-07-15,20260717
AG2607.SHF,AG2607,SHFE,沪银2607,AG,,千克,15.0,人民币元/千克,1人民币元/千克,202607,2025-07-16,2026-07-15,20260717
RB2612.SHF,RB2612,SHFE,螺纹钢2612,RB,,吨,10.0,人民币元/吨,1人民币元/吨,202612,2025-12-16,2026-12-15,20261217
I2701.DCE,I2701,DCE,铁矿石2701,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,202701,2026-01-19,2027-01-15,20270120
SI2608.GFE,SI2608,GFEX,工业硅2608,SI,,吨,5.0,人民币元/吨,5人民币元/吨,202608,2025-08-15,2026-08-14,20260819
JD2609.DCE,JD2609,DCE,鸡蛋2609,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,202609,2025-09-26,2026-09-24,20260930
JM2701.DCE,JM2701,DCE,焦煤2701,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,202701,2026-01-19,2027-01-15,20270120
SI2604.GFE,SI2604,GFEX,工业硅2604,SI,,吨,5.0,人民币元/吨,5人民币元/吨,202604,2025-04-16,2026-04-15,20260420
BU2602.SHF,BU2602,SHFE,沥青2602,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202602,2025-02-18,2026-02-24,20260226
J2608.DCE,J2608,DCE,焦炭2608,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,202608,2025-08-15,2026-08-14,20260819
TF2609.CFX,TF2609,CFFEX,TF2609,TF,10000.0,张,1.0,人民币元,0.005人民币元,202609,2025-12-15,2026-09-11,20260916
PX2610.ZCE,PX610,CZCE,对二甲苯2610,PX,,吨,5.0,人民币元/吨,2人民币元/吨,202610,2025-10-23,2026-10-21,20261026
PL2610.ZCE,PL610,CZCE,丙烯2610,PL,,吨,20.0,人民币元/吨,1人民币元/吨,202610,2025-10-23,2026-10-21,20261026
FU2611.SHF,FU2611,SHFE,燃油2611,FU,,吨,10.0,人民币元/吨,1人民币元/吨,202611,2025-11-03,2026-10-30,20261103
ZN2603.SHF,ZN2603,SHFE,沪锌2603,ZN,,吨,5.0,人民币元/吨,5人民币元/吨,202603,2025-03-18,2026-03-16,20260318
SC2701.INE,SC2701,INE,原油2701,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202701,2026-01-05,2026-12-31,20270108
FU2612.SHF,FU2612,SHFE,燃油2612,FU,,吨,10.0,人民币元/吨,1人民币元/吨,202612,2025-12-01,2026-11-30,20261202
SS2611.SHF,SS2611,SHFE,不锈钢2611,SS,,吨,5.0,人民币元/吨,5人民币元/吨,202611,2025-11-18,2026-11-16,20261118
SN2608.SHF,SN2608,SHFE,沪锡2608,SN,,吨,1.0,人民币元/吨,10人民币元/吨,202608,2025-08-18,2026-08-17,20260819
BU2604.SHF,BU2604,SHFE,沥青2604,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202604,2025-04-16,2026-04-15,20260417
JR2701.ZCE,JR701,CZCE,粳稻2701,JR,,吨,20.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270119
LG2603.DCE,LG2603,DCE,原木2603,LG,,立方米,90.0,人民币元/立方米,0.5人民币元/立方米,202603,2025-03-27,2026-03-26,20260331
AP2610.ZCE,AP610,CZCE,苹果2610,AP,,吨,10.0,人民币元/吨,1人民币元/吨,202610,2025-10-23,2026-10-21,20261026
