ts_code,symbol,exchange,name,fut_code,multiplier,trade_unit,per_unit,quote_unit,quote_unit_desc,d_month,list_date,delist_date,last_ddate
BR2604.SHF,BR2604,SHFE,丁二烯橡胶2604,BR,,吨,5.0,人民币元/吨,5人民币元/吨,202604,2025-04-16,2026-04-15,20260417
NR2608.INE,NR2608,INE,20号胶2608,NR,,吨,10.0,人民币元/吨,5人民币元/吨,202608,2025-08-18,2026-08-17,20260824
ZC2605.ZCE,ZC605,CZCE,动力煤2605,ZC,,吨,100.0,人民币元/吨,0.2人民币元/吨,202605,2025-05-13,2026-05-12,20260515
SA2701.ZCE,SA701,CZCE,纯碱2701,SA,,吨,20.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270119
L2607F.DCE,L2607F,DCE,塑料月均价2607F,L_F,,吨,5.0,人民币元/吨,1人民币元/吨,202607,2026-01-05,2026-06-30,20260630
PP2607F.DCE,PP2607F,DCE,聚丙烯月均价2607F,PP_F,,吨,5.0,人民币元/吨,1人民币元/吨,202607,2026-01-05,2026-06-30,20260630
V2607F.DCE,V2607F,DCE,PVC月均价2607F,V_F,,吨,5.0,人民币元/吨,1人民币元/吨,202607,2026-01-05,2026-06-30,20260630
IF2602.CFX,IF2602,CFFEX,IF2602,IF,300.0,张,1.0,指数点,0.2指数点,202602,2025-12-22,2026-02-24,20260224
BC2604.INE,BC2604,INE,国际铜2604,BC,,吨,5.0,人民币元/吨,10人民币元/吨,202604,2025-04-16,2026-04-15,20260422
SC2606.INE,SC2606,INE,原油2606,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202606,2023-06-01,2026-05-29,20260605
FB2602.DCE,FB2602,DCE,纤维板2602,FB,,立方米,10.0,人民币元/立方米,0.5人民币元/立方米,202602,2025-02-19,2026-02-13,20260226
LU2612.INE,LU2612,INE,低硫燃料油2612,LU,,吨,10.0,人民币元/吨,1人民币元/吨,202612,2025-12-01,2026-11-30,20261207
SN2607.SHF,SN2607,SHFE,沪锡2607,SN,,吨,1.0,人民币元/吨,10人民币元/吨,202607,2025-07-16,2026-07-15,20260717
SC2706.INE,SC2706,INE,原油2706,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202706,2024-06-03,2027-05-31,20270607
L2606.DCE,L2606,DCE,塑料2606,L,,吨,5.0,人民币元/吨,1人民币元/吨,202606,2025-06-17,2026-06-12,20260617
CS2607.DCE,CS2607,DCE,玉米淀粉2607,CS,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
CU2611.SHF,CU2611,SHFE,沪铜2611,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202611,2025-11-18,2026-11-16,20261118
NR2612.INE,NR2612,INE,20号胶2612,NR,,吨,10.0,人民币元/吨,5人民币元/吨,202612,2025-12-16,2026-12-15,20261222
FB2605.DCE,FB2605,DCE,纤维板2605,FB,,立方米,10.0,人民币元/立方米,0.5人民币元/立方米,202605,2025-05-20,2026-05-19,20260522
FU2605.SHF,FU2605,SHFE,燃油2605,FU,,吨,10.0,人民币元/吨,1人民币元/吨,202605,2025-05-06,2026-04-30,20260507
AG2606.SHF,AG2606,SHFE,沪银2606,AG,,千克,15.0,人民币元/千克,1人民币元/千克,202606,2025-06-17,2026-06-15,20260617
RM2608.ZCE,RM608,CZCE,菜粕2608,RM,,吨,10.0,人民币元/吨,1人民币元/吨,202608,2025-08-15,2026-08-14,20260819
LU2607.INE,LU2607,INE,低硫燃料油2607,LU,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-01,2026-06-30,20260707
CU2603.SHF,CU2603,SHFE,沪铜2603,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202603,2025-03-18,2026-03-16,20260318
AG2612.SHF,AG2612,SHFE,沪银2612,AG,,千克,15.0,人民币元/千克,1人民币元/千克,202612,2025-12-16,2026-12-15,20261217
CY2607.ZCE,CY607,CZCE,棉纱2607,CY,,吨,5.0,人民币元/吨,5人民币元/吨,202607,2025-07-15,2026-07-14,20260717
NI2602.SHF,NI2602,SHFE,沪镍2602,NI,,吨,1.0,人民币元/吨,10人民币元/吨,202602,2025-02-18,2026-02-24,20260226
PS2608.GFE,PS2608,GFEX,多晶硅2608,PS,,吨,3.0,人民币元/吨,5人民币元/吨,202608,2025-08-15,2026-08-14,20260819
RM2607.ZCE,RM607,CZCE,菜粕2607,RM,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
CU2608.SHF,CU2608,SHFE,沪铜2608,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202608,2025-08-18,2026-08-17,20260819
FB2607.DCE,FB2607,DCE,纤维板2607,FB,,立方米,10.0,人民币元/立方米,0.5人民币元/立方米,202607,2025-07-15,2026-07-14,20260717
TF2603.CFX,TF2603,CFFEX,TF2603,TF,10000.0,张,1.0,人民币元,0.005人民币元,202603,2025-06-16,2026-03-13,20260318
SN2604.SHF,SN2604,SHFE,沪锡2604,SN,,吨,1.0,人民币元/吨,10人民币元/吨,202604,2025-04-16,2026-04-15,20260417
NI2701.SHF,NI2701,SHFE,沪镍2701,NI,,吨,1.0,人民币元/吨,10人民币元/吨,202701,2026-01-16,2027-01-15,20270119
AP2701.ZCE,AP701,CZCE,苹果2701,AP,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270119
JM2608.DCE,JM2608,DCE,焦煤2608,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,202608,2025-08-15,2026-08-14,20260819
PS2605.GFE,PS2605,GFEX,多晶硅2605,PS,,吨,3.0,人民币元/吨,5人民币元/吨,202605,2025-05-20,2026-05-19,20260522
CS2603.DCE,CS2603,DCE,玉米淀粉2603,CS,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2025-03-17,2026-03-13,20260318
NI2609.SHF,NI2609,SHFE,沪镍2609,NI,,吨,1.0,人民币元/吨,10人民币元/吨,202609,2025-09-16,2026-09-15,20260917
SI2605.GFE,SI2605,GFEX,工业硅2605,SI,,吨,5.0,人民币元/吨,5人民币元/吨,202605,2025-05-20,2026-05-19,20260522
SP2606.SHF,SP2606,SHFE,纸浆2606,SP,,吨,10.0,人民币元/吨,2人民币元/吨,202606,2025-06-17,2026-06-15,20260617
PG2612.DCE,PG2612,DCE,LPG2612,PG,,吨,20.0,人民币元/吨,1人民币元/吨,202612,2025-12-29,2026-12-28,20261231
SN2605.SHF,SN2605,SHFE,沪锡2605,SN,,吨,1.0,人民币元/吨,10人民币元/吨,202605,2025-05-16,2026-05-15,20260519
SS2602.SHF,SS2602,SHFE,不锈钢2602,SS,,吨,5.0,人民币元/吨,5人民币元/吨,202602,2025-02-18,2026-02-24,20260226
PS2604.GFE,PS2604,GFEX,多晶硅2604,PS,,吨,3.0,人民币元/吨,5人民币元/吨,202604,2025-04-16,2026-04-15,20260420
B2610.DCE,B2610,DCE,豆二2610,B,,吨,10.0,人民币元/吨,1人民币元/吨,202610,2025-10-23,2026-10-21,20261026
FB2610.DCE,FB2610,DCE,纤维板2610,FB,,立方米,10.0,人民币元/立方米,0.5人民币元/立方米,202610,2025-10-23,2026-10-21,20261026
I2610.DCE,I2610,DCE,铁矿石2610,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,202610,2025-10-23,2026-10-21,20261026
J2610.DCE,J2610,DCE,焦炭2610,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,202610,2025-10-23,2026-10-21,20261026
JM2610.DCE,JM2610,DCE,焦煤2610,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,202610,2025-10-23,2026-10-21,20261026
L2610.DCE,L2610,DCE,塑料2610,L,,吨,5.0,人民币元/吨,1人民币元/吨,202610,2025-10-23,2026-10-21,20261026
P2610.DCE,P2610,DCE,棕榈油2610,P,,吨,10.0,人民币元/吨,2人民币元/吨,202610,2025-10-23,2026-10-21,20261026
PP2610.DCE,PP2610,DCE,聚丙烯2610,PP,,吨,5.0,人民币元/吨,1人民币元/吨,202610,2025-10-23,2026-10-21,20261026
RR2610.DCE,RR2610,DCE,粳米2610,RR,,吨,10.0,人民币元/吨,1人民币元/吨,202610,2025-10-23,2026-10-21,20261026
V2610.DCE,V2610,DCE,PVC2610,V,,吨,5.0,人民币元/吨,1人民币元/吨,202610,2025-10-23,2026-10-21,20261026
PP2608.DCE,PP2608,DCE,聚丙烯2608,PP,,吨,5.0,人民币元/吨,1人民币元/吨,202608,2025-08-15,2026-08-14,20260819
SM2607.ZCE,SM607,CZCE,锰硅2607,SM,,吨,5.0,人民币元/吨,2人民币元/吨,202607,2025-07-15,2026-07-14,20260717
AG2609.SHF,AG2609,SHFE,沪银2609,AG,,千克,15.0,人民币元/千克,1人民币元/千克,202609,2025-09-16,2026-09-15,20260917
CU2612.SHF,CU2612,SHFE,沪铜2612,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202612,2025-12-16,2026-12-15,20261217
V2607.DCE,V2607,DCE,PVC2607,V,,吨,5.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
IM2603.CFX,IM2603,CFFEX,IM2603,IM,200.0,张,1.0,指数点,0.2指数点,202603,2025-07-21,2026-03-20,20260320
SC2608.INE,SC2608,INE,原油2608,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202608,2025-08-01,2026-07-31,20260807
BC2609.INE,BC2609,INE,国际铜2609,BC,,吨,5.0,人民币元/吨,10人民币元/吨,202609,2025-09-16,2026-09-15,20260922
IH2602.CFX,IH2602,CFFEX,IH2602,IH,300.0,张,1.0,指数点,0.2指数点,202602,2025-12-22,2026-02-24,20260224
J2602.DCE,J2602,DCE,焦炭2602,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,202602,2025-02-19,2026-02-13,20260226
EB2605.DCE,EB2605,DCE,苯乙烯2605,EB,,吨,5.0,人民币元/吨,1人民币元/吨,202605,2025-05-28,2026-05-26,20260529
SA2612.ZCE,SA612,CZCE,纯碱2612,SA,,吨,20.0,人民币元/吨,1人民币元/吨,202612,2025-12-15,2026-12-14,20261217
LC2604.GFE,LC2604,GFEX,碳酸锂2604,LC,,吨,1.0,人民币元/吨,20人民币元/吨,202604,2025-04-16,2026-04-15,20260420
SC2806.INE,SC2806,INE,原油2806,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202806,2025-06-03,2028-05-31,20280607
NR2701.INE,NR2701,INE,20号胶2701,NR,,吨,10.0,人民币元/吨,5人民币元/吨,202701,2026-01-16,2027-01-15,20270122
EB2610.DCE,EB2610,DCE,苯乙烯2610,EB,,吨,5.0,人民币元/吨,1人民币元/吨,202610,2025-10-29,2026-10-27,20261030
OP2701.SHF,OP2701,SHFE,双胶纸2701,OP,,吨,40.0,人民币元/吨,2人民币元/吨,202701,2026-01-16,2027-01-15,20270119
B2606.DCE,B2606,DCE,豆二2606,B,,吨,10.0,人民币元/吨,1人民币元/吨,202606,2025-06-17,2026-06-12,20260617
SM2612.ZCE,SM612,CZCE,锰硅2612,SM,,吨,5.0,人民币元/吨,2人民币元/吨,202612,2025-12-15,2026-12-14,20261217
RB2610.SHF,RB2610,SHFE,螺纹钢2610,RB,,吨,10.0,人民币元/吨,1人民币元/吨,202610,2025-10-16,2026-10-15,20261019
AG2608.SHF,AG2608,SHFE,沪银2608,AG,,千克,15.0,人民币元/千克,1人民币元/千克,202608,2025-08-18,2026-08-17,20260819
JM2604.DCE,JM2604,DCE,焦煤2604,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,202604,2025-04-16,2026-04-15,20260420
SS2608.SHF,SS2608,SHFE,不锈钢2608,SS,,吨,5.0,人民币元/吨,5人民币元/吨,202608,2025-08-18,2026-08-17,20260819
SM2608.ZCE,SM608,CZCE,锰硅2608,SM,,吨,5.0,人民币元/吨,2人民币元/吨,202608,2025-08-15,2026-08-14,20260819
EC2602.INE,EC2602,INE,集运指数(欧线)2602,EC,50.0,张,1.0,指数点,0.1指数点,202602,2025-02-25,2026-02-09,20260209
BZ2610.DCE,BZ2610,DCE,纯苯2610,BZ,,吨,30.0,人民币元/吨,1人民币元/吨,202610,2025-10-29,2026-10-27,20261030
FU2608.SHF,FU2608,SHFE,燃油2608,FU,,吨,10.0,人民币元/吨,1人民币元/吨,202608,2025-08-01,2026-07-31,20260804
PL2608.ZCE,PL608,CZCE,丙烯2608,PL,,吨,20.0,人民币元/吨,1人民币元/吨,202608,2025-08-15,2026-08-14,20260819
EC2608.INE,EC2608,INE,集运指数(欧线)2608,EC,50.0,张,1.0,指数点,0.1指数点,202608,2025-08-26,2026-08-31,20260831
AD2611.SHF,AD2611,SHFE,铸造铝合金2611,AD,,吨,10.0,人民币元/吨,5人民币元/吨,202611,2025-11-18,2026-11-16,20261118
EG2606.DCE,EG2606,DCE,乙二醇2606,EG,,吨,10.0,人民币元/吨,1人民币元/吨,202606,2025-06-26,2026-06-25,20260630
PD2606.GFE,PD2606,GFEX,钯2606,PD,,克,1000.0,人民币元/克,0.05人民币元/克,202606,2025-11-27,2026-06-12,20260617
PD2608.GFE,PD2608,GFEX,钯2608,PD,,克,1000.0,人民币元/克,0.05人民币元/克,202608,2025-11-27,2026-08-14,20260819
PD2610.GFE,PD2610,GFEX,钯2610,PD,,克,1000.0,人民币元/克,0.05人民币元/克,202610,2025-11-27,2026-10-21,20261026
PT2606.GFE,PT2606,GFEX,铂2606,PT,,克,1000.0,人民币元/克,0.05人民币元/克,202606,2025-11-27,2026-06-12,20260617
PT2608.GFE,PT2608,GFEX,铂2608,PT,,克,1000.0,人民币元/克,0.05人民币元/克,202608,2025-11-27,2026-08-14,20260819
PT2610.GFE,PT2610,GFEX,铂2610,PT,,克,1000.0,人民币元/克,0.05人民币元/克,202610,2025-11-27,2026-10-21,20261026
EG2604.DCE,EG2604,DCE,乙二醇2604,EG,,吨,10.0,人民币元/吨,1人民币元/吨,202604,2025-04-28,2026-04-27,20260430
CU2609.SHF,CU2609,SHFE,沪铜2609,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202609,2025-09-16,2026-09-15,20260917
PS2611.GFE,PS2611,GFEX,多晶硅2611,PS,,吨,3.0,人民币元/吨,5人民币元/吨,202611,2025-11-17,2026-11-13,20261118
LC2608.GFE,LC2608,GFEX,碳酸锂2608,LC,,吨,1.0,人民币元/吨,20人民币元/吨,202608,2025-08-15,2026-08-14,20260819
PR2606.ZCE,PR606,CZCE,瓶片2606,PR,,吨,15.0,人民币元/吨,2人民币元/吨,202606,2025-06-17,2026-06-12,20260617
I2602.DCE,I2602,DCE,铁矿石2602,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,202602,2025-02-19,2026-02-13,20260226
AU2602.SHF,AU2602,SHFE,沪金2602,AU,,克,1000.0,人民币元/克,0.02人民币元/克,202602,2025-01-16,2026-02-24,20260225
HC2606.SHF,HC2606,SHFE,热轧卷板2606,HC,,吨,10.0,人民币元/吨,1人民币元/吨,202606,2025-06-17,2026-06-15,20260617
PG2609.DCE,PG2609,DCE,LPG2609,PG,,吨,20.0,人民币元/吨,1人民币元/吨,202609,2025-09-26,2026-09-24,20260930
J2606.DCE,J2606,DCE,焦炭2606,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,202606,2025-06-17,2026-06-12,20260617
LH2609.DCE,LH2609,DCE,生猪2609,LH,,吨,16.0,人民币元/吨,5人民币元/吨,202609,2025-09-26,2026-09-24,20260930
PS2701.GFE,PS2701,GFEX,多晶硅2701,PS,,吨,3.0,人民币元/吨,5人民币元/吨,202701,2026-01-19,2027-01-15,20270120
PF2606.ZCE,PF606,CZCE,短纤2606,PF,,吨,5.0,人民币元/吨,2人民币元/吨,202606,2025-06-17,2026-06-12,20260617
SA2610.ZCE,SA610,CZCE,纯碱2610,SA,,吨,20.0,人民币元/吨,1人民币元/吨,202610,2025-10-23,2026-10-21,20261026
TA2607.ZCE,TA607,CZCE,PTA2607,TA,,吨,5.0,人民币元/吨,2人民币元/吨,202607,2025-07-15,2026-07-14,20260717
SC2703.INE,SC2703,INE,原油2703,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202703,2024-03-01,2027-02-26,20270305
J2604.DCE,J2604,DCE,焦炭2604,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,202604,2025-04-16,2026-04-15,20260420
B2602.DCE,B2602,DCE,豆二2602,B,,吨,10.0,人民币元/吨,1人民币元/吨,202602,2025-02-19,2026-02-13,20260226
SS2603.SHF,SS2603,SHFE,不锈钢2603,SS,,吨,5.0,人民币元/吨,5人民币元/吨,202603,2025-03-18,2026-03-16,20260318
TA2608.ZCE,TA608,CZCE,PTA2608,TA,,吨,5.0,人民币元/吨,2人民币元/吨,202608,2025-08-15,2026-08-14,20260819
PF2610.ZCE,PF610,CZCE,短纤2610,PF,,吨,5.0,人民币元/吨,2人民币元/吨,202610,2025-10-23,2026-10-21,20261026
LU2604.INE,LU2604,INE,低硫燃料油2604,LU,,吨,10.0,人民币元/吨,1人民币元/吨,202604,2025-04-01,2026-03-31,20260408
SC2603.INE,SC2603,INE,原油2603,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202603,2023-03-01,2026-02-27,20260306
BR2610.SHF,BR2610,SHFE,丁二烯橡胶2610,BR,,吨,5.0,人民币元/吨,5人民币元/吨,202610,2025-10-16,2026-10-15,20261019
I2606.DCE,I2606,DCE,铁矿石2606,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,202606,2025-06-17,2026-06-12,20260617
LU2701.INE,LU2701,INE,低硫燃料油2701,LU,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-05,2026-12-31,20270108
EB2606.DCE,EB2606,DCE,苯乙烯2606,EB,,吨,5.0,人民币元/吨,1人民币元/吨,202606,2025-06-26,2026-06-25,20260630
TL2603.CFX,TL2603,CFFEX,TL2603,TL,10000.0,张,1.0,人民币元,0.01人民币元,202603,2025-06-16,2026-03-13,20260318
CU2605.SHF,CU2605,SHFE,沪铜2605,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202605,2025-05-16,2026-05-15,20260519
M2603.DCE,M2603,DCE,豆粕2603,M,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2025-03-17,2026-03-13,20260318
NI2611.SHF,NI2611,SHFE,沪镍2611,NI,,吨,1.0,人民币元/吨,10人民币元/吨,202611,2025-11-18,2026-11-16,20261118
EG2610.DCE,EG2610,DCE,乙二醇2610,EG,,吨,10.0,人民币元/吨,1人民币元/吨,202610,2025-10-29,2026-10-27,20261030
RU2607.SHF,RU2607,SHFE,橡胶2607,RU,,吨,10.0,人民币元/吨,5人民币元/吨,202607,2025-07-16,2026-07-15,20260717
PS2612.GFE,PS2612,GFEX,多晶硅2612,PS,,吨,3.0,人民币元/吨,5人民币元/吨,202612,2025-12-15,2026-12-14,20261217
ZC2606.ZCE,ZC606,CZCE,动力煤2606,ZC,,吨,100.0,人民币元/吨,0.2人民币元/吨,202606,2025-06-10,2026-06-05,20260610
AO2701.SHF,AO2701,SHFE,氧化铝2701,AO,,吨,20.0,人民币元/吨,1人民币元/吨,202701,2026-01-16,2027-01-15,20270119
C2605.DCE,C2605,DCE,玉米2605,C,,吨,10.0,人民币元/吨,1人民币元/吨,202605,2025-05-20,2026-05-19,20260522
AO2609.SHF,AO2609,SHFE,氧化铝2609,AO,,吨,20.0,人民币元/吨,1人民币元/吨,202609,2025-09-16,2026-09-15,20260917
UR2608.ZCE,UR608,CZCE,尿素2608,UR,,吨,20.0,人民币元/吨,1人民币元/吨,202608,2025-08-15,2026-08-14,20260819
JR2607.ZCE,JR607,CZCE,粳稻2607,JR,,吨,20.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
M2608.DCE,M2608,DCE,豆粕2608,M,,吨,10.0,人民币元/吨,1人民币元/吨,202608,2025-08-15,2026-08-14,20260819
SCTAS2603.INE,SC2603TAS,INE,原油2603TAS,SCTAS,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202603,2025-11-03,2026-02-10,
LC2607.GFE,LC2607,GFEX,碳酸锂2607,LC,,吨,1.0,人民币元/吨,20人民币元/吨,202607,2025-07-15,2026-07-14,20260717
BZ2603.DCE,BZ2603,DCE,纯苯2603,BZ,,吨,30.0,人民币元/吨,1人民币元/吨,202603,2025-07-08,2026-03-26,20260331
ZN2604.SHF,ZN2604,SHFE,沪锌2604,ZN,,吨,5.0,人民币元/吨,5人民币元/吨,202604,2025-04-16,2026-04-15,20260417
AG2605.SHF,AG2605,SHFE,沪银2605,AG,,千克,15.0,人民币元/千克,1人民币元/千克,202605,2025-05-16,2026-05-15,20260519
HC2611.SHF,HC2611,SHFE,热轧卷板2611,HC,,吨,10.0,人民币元/吨,1人民币元/吨,202611,2025-11-18,2026-11-16,20261118
PS2610.GFE,PS2610,GFEX,多晶硅2610,PS,,吨,3.0,人民币元/吨,5人民币元/吨,202610,2025-10-23,2026-10-21,20261026
AL2612.SHF,AL2612,SHFE,沪铝2612,AL,,吨,5.0,人民币元/吨,5人民币元/吨,202612,2025-12-16,2026-12-15,20261217
HC2701.SHF,HC2701,SHFE,热轧卷板2701,HC,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-16,2027-01-15,20270119
PD2612.GFE,PD2612,GFEX,钯2612,PD,,克,1000.0,人民币元/克,0.05人民币元/克,202612,2025-12-15,2026-12-14,20261217
PT2612.GFE,PT2612,GFEX,铂2612,PT,,克,1000.0,人民币元/克,0.05人民币元/克,202612,2025-12-15,2026-12-14,20261217
SA2607.ZCE,SA607,CZCE,纯碱2607,SA,,吨,20.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
IM2609.CFX,IM2609,CFFEX,IM2609,IM,200.0,张,1.0,指数点,0.2指数点,202609,2026-01-19,2026-09-18,20260918
CU2606.SHF,CU2606,SHFE,沪铜2606,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202606,2025-06-17,2026-06-15,20260617
AG2611.SHF,AG2611,SHFE,沪银2611,AG,,千克,15.0,人民币元/千克,1人民币元/千克,202611,2025-11-18,2026-11-16,20261118
Y2701.DCE,Y2701,DCE,豆油2701,Y,,吨,10.0,人民币元/吨,2人民币元/吨,202701,2026-01-19,2027-01-15,20270120
SH2701.ZCE,SH701,CZCE,烧碱2701,SH,,吨,30.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270119
NR2609.INE,NR2609,INE,20号胶2609,NR,,吨,10.0,人民币元/吨,5人民币元/吨,202609,2025-09-16,2026-09-15,20260922
LG2607.DCE,LG2607,DCE,原木2607,LG,,立方米,90.0,人民币元/立方米,0.5人民币元/立方米,202607,2025-07-29,2026-07-28,20260731
LU2608.INE,LU2608,INE,低硫燃料油2608,LU,,吨,10.0,人民币元/吨,1人民币元/吨,202608,2025-08-01,2026-07-31,20260807
JD2602.DCE,JD2602,DCE,鸡蛋2602,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,202602,2025-02-26,2026-02-24,20260227
CF2607.ZCE,CF607,CZCE,郑棉2607,CF,,吨,5.0,人民币元/吨,5人民币元/吨,202607,2025-07-15,2026-07-14,20260717
